,neighbourhood_cleansed,accommodates,property_type,room_type,bathrooms,bedrooms,beds,price,guests_included,extra_people,security_deposit,availability_365,cancellation_policy,new_Hairdryer,new_Kitchen,new_Laptopfriendlyworkspace,new_Indoorfireplace,new_Hottub,new_baby_friendly,new_Iron,new_TV,new_family
18409,De Pijp - Rivierenbuurt,4,Apartment,Entire home/apt,2.0,2.0,2.0,190,2,20,1,26,strict,1,1,0,0,0,0,1,1,0
18410,Westerpark,2,Apartment,Entire home/apt,1.0,1.0,1.0,125,1,0,1,0,strict,1,1,1,0,0,0,1,1,0
18411,Centrum-Oost,2,Apartment,Entire home/apt,1.0,1.0,1.0,199,1,0,0,358,flexible,1,1,0,0,0,0,1,1,0
18412,Slotervaart,2,Apartment,Private room,1.0,1.0,1.0,100,1,0,0,80,moderate,1,1,1,0,0,0,1,1,0
18413,De Pijp - Rivierenbuurt,2,Apartment,Entire home/apt,2.0,1.0,1.0,119,1,0,0,54,flexible,0,1,1,0,0,0,1,0,0
18414,De Baarsjes - Oud-West,2,Apartment,Private room,1.0,1.0,1.0,120,1,30,1,199,strict,1,1,1,0,0,0,1,1,1
18415,Westerpark,2,Apartment,Entire home/apt,1.0,0.0,1.0,120,1,0,1,3,moderate,1,1,1,0,0,0,0,1,0
18416,De Baarsjes - Oud-West,3,Apartment,Private room,2.0,1.0,2.0,70,1,20,0,148,strict,1,1,1,0,0,0,1,1,0
18417,Zuid,2,Apartment,Private room,1.0,0.0,1.0,115,1,0,1,26,strict,1,1,0,0,0,0,0,1,0
18418,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,120,1,0,0,0,strict,1,1,0,0,0,0,1,1,0
18420,De Baarsjes - Oud-West,4,Apartment,Entire home/apt,1.0,0.0,4.0,120,1,5,1,0,flexible,0,1,1,0,0,0,1,1,0
18421,Buitenveldert - Zuidas,2,Apartment,Entire home/apt,1.0,0.0,1.0,100,1,0,0,0,moderate,0,1,1,0,0,0,1,1,0
18423,De Pijp - Rivierenbuurt,2,Apartment,Entire home/apt,1.0,1.0,1.0,150,1,0,0,5,strict,0,1,1,0,0,0,1,1,1
18425,Zuid,2,Apartment,Entire home/apt,1.0,1.0,1.0,190,1,0,0,90,strict,1,1,0,0,0,0,1,1,0
18426,De Baarsjes - Oud-West,2,Apartment,Private room,2.0,1.0,1.0,100,1,10,0,0,moderate,1,1,0,0,0,0,1,0,0
18427,De Baarsjes - Oud-West,2,Apartment,Private room,1.0,1.0,1.0,65,1,0,0,1,flexible,0,1,0,0,0,0,0,1,0
18429,Oud-Oost,2,Condominium,Private room,1.0,0.0,1.0,105,1,0,1,0,strict,1,1,1,0,0,0,1,1,0
18430,Zuid,2,Apartment,Entire home/apt,1.0,1.0,1.0,129,1,0,1,10,flexible,1,1,1,0,1,0,1,1,0
18431,Oud-Noord,2,Apartment,Private room,2.0,1.0,1.0,80,1,0,1,38,flexible,1,1,1,0,0,0,1,0,0
18432,Centrum-Oost,2,Other,Entire home/apt,1.0,1.0,1.0,100,1,0,1,5,strict,1,1,1,0,0,0,1,0,0
18433,Oud-Noord,2,Apartment,Entire home/apt,1.0,1.0,1.0,109,1,0,0,1,strict,1,1,1,0,0,0,0,0,0
18436,De Pijp - Rivierenbuurt,2,Apartment,Private room,2.0,1.0,1.0,69,2,50,0,87,strict,0,0,0,0,0,0,0,0,0
18437,De Pijp - Rivierenbuurt,2,Apartment,Private room,1.0,1.0,1.0,75,1,20,0,1,flexible,1,1,0,0,0,0,0,0,0
18438,Centrum-West,4,Apartment,Entire home/apt,1.0,1.0,1.0,190,2,20,1,109,flexible,1,1,1,0,1,0,1,1,0
18439,De Pijp - Rivierenbuurt,1,House,Private room,1.0,1.0,1.0,40,1,15,1,43,flexible,1,1,0,0,0,0,0,0,0
18440,Centrum-West,4,Apartment,Entire home/apt,2.0,2.0,2.0,175,1,0,1,0,moderate,1,1,1,0,0,0,1,1,1
18443,De Pijp - Rivierenbuurt,4,Apartment,Entire home/apt,1.0,1.0,2.0,130,2,20,0,0,moderate,1,1,0,0,0,0,1,1,0
18444,Zuid,2,Townhouse,Entire home/apt,2.0,2.0,1.0,180,1,0,0,37,moderate,1,1,1,0,0,0,1,1,0
18445,Centrum-West,2,Apartment,Private room,1.0,1.0,1.0,139,1,0,1,79,strict,1,1,1,0,0,0,1,1,0
18446,Geuzenveld - Slotermeer,2,House,Entire home/apt,1.0,1.0,2.0,80,1,0,0,23,strict,0,1,1,0,0,0,0,1,0
18447,Centrum-Oost,3,Houseboat,Entire home/apt,1.0,2.0,2.0,180,2,50,0,287,moderate,1,1,1,1,0,0,1,1,0
18448,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,130,1,0,1,4,moderate,1,1,0,0,0,0,1,1,0
18449,De Pijp - Rivierenbuurt,3,Apartment,Entire home/apt,2.0,1.0,1.0,110,1,0,0,12,flexible,1,1,0,0,0,0,1,1,0
18450,Zuid,2,Apartment,Entire home/apt,1.0,1.0,1.0,100,1,0,0,5,moderate,0,1,1,0,1,0,1,1,0
18452,Centrum-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,189,1,0,0,129,moderate,1,1,1,0,0,0,1,0,0
18453,Oostelijk Havengebied - Indische Buurt,2,Apartment,Entire home/apt,1.0,0.0,1.0,110,1,0,1,20,strict,1,1,0,0,0,0,0,1,0
18454,Oostelijk Havengebied - Indische Buurt,2,Apartment,Entire home/apt,1.0,0.0,1.0,110,1,0,1,190,strict,1,1,1,0,0,0,0,1,0
18456,De Pijp - Rivierenbuurt,4,Apartment,Entire home/apt,1.0,2.0,2.0,100,1,0,1,19,flexible,1,1,1,0,0,0,1,1,0
18457,De Baarsjes - Oud-West,1,Apartment,Private room,1.0,1.0,1.0,50,1,0,0,90,flexible,0,1,0,0,0,0,0,0,0
18458,Oostelijk Havengebied - Indische Buurt,2,Apartment,Entire home/apt,1.0,1.0,2.0,119,1,40,0,0,moderate,1,1,0,0,0,0,1,1,0
18459,Zuid,2,Other,Private room,1.0,0.0,1.0,110,1,0,0,17,flexible,0,0,0,0,0,0,0,0,0
18460,Noord-West,4,Bed and breakfast,Private room,2.0,0.0,2.0,80,2,18,1,260,moderate,1,1,0,0,0,0,1,1,0
18461,Geuzenveld - Slotermeer,6,House,Entire home/apt,2.0,3.0,3.0,199,1,0,0,94,flexible,1,1,1,0,0,0,1,1,0
18462,Bos en Lommer,2,Apartment,Entire home/apt,1.0,1.0,1.0,30,1,0,0,0,flexible,0,1,1,0,0,0,1,1,0
18465,Oostelijk Havengebied - Indische Buurt,2,Apartment,Entire home/apt,1.0,1.0,1.0,140,1,0,1,0,moderate,1,1,1,0,0,0,1,0,0
18466,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,109,1,0,0,49,moderate,1,1,0,0,0,0,0,1,0
18467,Oostelijk Havengebied - Indische Buurt,4,Apartment,Private room,1.0,2.0,2.0,101,2,10,0,55,flexible,1,1,1,0,0,1,1,1,0
18468,Zuid,3,Bed and breakfast,Private room,1.0,0.0,3.0,75,2,25,0,72,flexible,0,1,0,0,0,0,0,1,0
18469,Noord-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,55,1,0,0,0,strict,0,1,1,0,0,0,0,1,0
18471,Noord-Oost,4,House,Entire home/apt,2.0,2.0,2.0,179,2,20,0,9,flexible,1,1,1,0,0,0,1,1,0
18472,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,115,1,18,1,12,strict,1,1,1,0,0,1,1,1,0
18473,Geuzenveld - Slotermeer,1,Apartment,Private room,1.0,1.0,2.0,55,1,0,0,68,flexible,0,1,0,0,1,0,1,1,0
18474,De Baarsjes - Oud-West,1,Apartment,Private room,1.0,1.0,1.0,99,1,0,0,0,moderate,1,1,0,0,0,0,1,0,0
18475,De Pijp - Rivierenbuurt,2,Apartment,Private room,1.0,1.0,2.0,100,1,0,0,0,strict,1,1,1,0,0,0,1,1,0
18476,De Pijp - Rivierenbuurt,3,Apartment,Entire home/apt,1.0,1.0,1.0,180,1,0,0,83,flexible,1,1,1,0,0,0,1,1,0
18478,Noord-Oost,4,Apartment,Entire home/apt,2.0,2.0,3.0,110,2,15,0,69,flexible,0,1,1,0,0,0,1,1,0
18479,Slotervaart,2,Townhouse,Private room,1.0,1.0,1.0,69,2,0,1,348,moderate,1,1,0,0,1,0,1,0,0
18480,Centrum-West,2,Apartment,Private room,1.0,1.0,1.0,130,1,20,0,16,flexible,1,0,1,0,0,0,0,1,0
18481,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,150,1,0,0,34,moderate,1,1,1,0,0,0,1,0,0
18482,Centrum-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,180,2,50,0,166,moderate,0,1,1,0,0,0,1,0,0
18483,Centrum-Oost,2,Apartment,Entire home/apt,1.0,1.0,1.0,125,2,50,1,12,moderate,0,1,1,0,0,0,0,1,0
18484,Centrum-Oost,2,Apartment,Private room,1.0,1.0,1.0,100,1,20,0,0,moderate,1,1,0,1,0,0,1,0,0
18485,Centrum-West,2,Bed and breakfast,Private room,1.0,0.0,1.0,139,1,0,1,303,flexible,1,0,1,0,0,0,1,1,0
18486,Centrum-West,4,Apartment,Private room,1.0,1.0,4.0,150,1,0,0,38,flexible,1,1,1,0,0,0,1,0,0
18488,De Pijp - Rivierenbuurt,2,Apartment,Entire home/apt,1.0,1.0,1.0,185,1,0,0,89,moderate,1,1,0,0,1,0,1,0,0
18489,Geuzenveld - Slotermeer,3,Apartment,Entire home/apt,1.0,1.0,2.0,99,2,25,1,270,moderate,1,1,1,1,1,1,1,1,1
18490,Geuzenveld - Slotermeer,2,Apartment,Entire home/apt,1.0,1.0,1.0,89,2,25,1,257,moderate,1,1,1,0,0,0,1,1,1
18491,Centrum-West,2,House,Private room,1.0,1.0,1.0,110,1,45,0,0,flexible,1,1,1,0,0,0,0,0,0
18492,Oud-Oost,2,Apartment,Entire home/apt,1.0,1.0,1.0,150,1,0,1,29,moderate,1,1,0,0,0,0,1,1,1
18493,Centrum-West,1,Apartment,Entire home/apt,1.0,1.0,1.0,135,1,0,1,45,flexible,0,1,1,0,0,0,1,1,0
18494,Oud-Oost,4,House,Entire home/apt,2.0,2.0,2.0,149,2,45,0,30,flexible,1,1,1,0,0,0,1,1,0
18495,Oostelijk Havengebied - Indische Buurt,2,Apartment,Private room,1.0,1.0,1.0,69,1,0,0,103,strict,1,1,0,0,0,0,1,0,0
18496,Bijlmer-Oost,1,Apartment,Private room,1.0,0.0,1.0,35,1,35,0,136,strict,1,0,1,0,1,0,1,0,0
18497,Bos en Lommer,4,Apartment,Entire home/apt,1.0,2.0,3.0,115,2,30,1,12,strict,1,1,1,0,0,0,1,1,0
18498,Oostelijk Havengebied - Indische Buurt,4,Apartment,Entire home/apt,2.0,1.0,3.0,150,2,25,0,89,strict,1,1,1,0,1,0,1,1,0
18499,Westerpark,4,Apartment,Entire home/apt,1.0,2.0,3.0,159,4,50,0,0,moderate,0,1,1,0,0,1,1,0,0
18500,De Baarsjes - Oud-West,2,Apartment,Private room,1.0,1.0,1.0,75,1,0,0,115,strict,1,1,1,0,0,0,0,1,0
18501,Buitenveldert - Zuidas,1,Bed and breakfast,Private room,2.0,1.0,1.0,60,1,15,1,340,flexible,1,1,1,0,0,0,1,1,0
18502,Buitenveldert - Zuidas,1,Bed and breakfast,Private room,2.0,1.0,1.0,65,1,20,1,91,flexible,1,1,1,0,0,0,1,1,0
18504,Centrum-Oost,2,Guest suite,Private room,1.0,1.0,2.0,75,1,0,0,335,strict,1,0,0,0,0,0,1,1,0
18505,Centrum-Oost,2,Guest suite,Private room,1.0,1.0,1.0,75,1,0,0,342,strict,1,0,0,0,0,0,1,1,0
18506,Bos en Lommer,3,Apartment,Entire home/apt,1.0,1.0,3.0,150,1,0,0,9,flexible,1,1,1,0,0,0,1,0,0
18507,Oud-Oost,2,Apartment,Entire home/apt,1.0,1.0,1.0,150,1,0,1,0,moderate,1,1,1,0,0,0,1,1,0
18508,Oostelijk Havengebied - Indische Buurt,4,Apartment,Entire home/apt,1.0,2.0,2.0,126,1,10,0,52,moderate,1,1,1,1,0,0,1,1,0
18509,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,130,2,25,0,28,strict,1,1,0,0,0,0,1,1,0
18511,Centrum-Oost,2,Apartment,Entire home/apt,1.0,1.0,1.0,147,1,0,1,9,flexible,1,1,1,0,0,0,0,1,0
18513,Oud-Oost,4,Apartment,Entire home/apt,1.0,1.0,2.0,125,1,0,0,0,flexible,1,1,0,0,1,0,1,0,0
18514,Oud-Oost,2,Apartment,Entire home/apt,1.0,1.0,1.0,125,1,0,0,131,moderate,1,1,1,0,0,0,1,1,0
18516,Centrum-West,2,Apartment,Entire home/apt,1.0,1.0,2.0,120,2,45,1,24,strict,1,1,1,0,0,0,1,1,1
18518,Watergraafsmeer,2,House,Private room,1.0,1.0,1.0,47,1,0,1,70,flexible,1,0,1,0,0,0,1,0,0
18519,Noord-Oost,4,Apartment,Entire home/apt,1.0,1.0,2.0,89,2,45,1,75,strict,1,1,1,0,0,0,1,0,0
18520,Bijlmer-Centrum,2,Apartment,Private room,2.0,1.0,1.0,65,1,40,0,69,flexible,0,1,1,0,0,0,0,1,0
18521,Centrum-Oost,4,Apartment,Entire home/apt,1.0,1.0,2.0,180,1,0,1,3,strict,1,1,0,0,0,0,0,1,0
18524,Oostelijk Havengebied - Indische Buurt,2,Apartment,Private room,1.0,1.0,1.0,65,1,0,0,127,moderate,1,1,0,0,0,0,1,0,0
18525,De Baarsjes - Oud-West,4,Apartment,Entire home/apt,1.0,2.0,2.0,150,1,20,1,25,strict,1,1,0,0,0,0,0,0,0
18528,De Pijp - Rivierenbuurt,4,Apartment,Entire home/apt,1.0,2.0,4.0,60,2,100,1,9,flexible,1,1,1,0,0,0,1,1,1
18529,Bijlmer-Centrum,2,Apartment,Private room,2.0,1.0,1.0,50,1,0,0,0,flexible,1,1,1,0,0,0,1,1,0
18530,Centrum-West,3,Houseboat,Private room,1.0,0.0,2.0,100,1,30,1,19,strict,1,0,0,0,0,0,0,0,0
18531,Oud-Oost,2,Apartment,Entire home/apt,1.0,2.0,2.0,82,1,40,0,4,flexible,0,1,1,0,1,0,1,1,0
18533,Oud-Oost,2,Apartment,Private room,1.0,1.0,1.0,120,1,0,0,35,flexible,1,1,1,0,0,0,1,0,0
18534,Slotervaart,4,Apartment,Entire home/apt,1.0,2.0,2.0,198,1,0,1,10,strict,1,1,1,0,0,0,1,1,1
18535,De Baarsjes - Oud-West,2,Apartment,Private room,1.0,1.0,1.0,75,1,22,0,165,strict,1,1,0,0,1,0,1,0,1
18536,De Pijp - Rivierenbuurt,3,Apartment,Entire home/apt,1.0,2.0,2.0,140,1,0,0,0,flexible,0,1,0,0,0,0,0,1,0
18537,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,150,2,10,1,0,strict,1,1,1,0,0,0,1,1,0
18539,Centrum-West,4,Apartment,Entire home/apt,1.0,2.0,2.0,159,2,20,0,24,flexible,1,1,1,0,0,0,0,1,0
18540,Zuid,2,Condominium,Private room,1.0,1.0,1.0,100,2,0,0,0,flexible,1,1,1,0,0,0,1,1,0
18541,De Pijp - Rivierenbuurt,2,Apartment,Private room,1.0,1.0,1.0,95,1,25,0,165,flexible,0,1,1,0,0,0,1,1,0
18542,Oostelijk Havengebied - Indische Buurt,4,Apartment,Entire home/apt,2.0,2.0,2.0,150,1,0,1,19,moderate,1,1,0,0,0,0,1,1,0
18543,Westerpark,2,Apartment,Entire home/apt,1.0,1.0,1.0,100,1,0,0,49,flexible,0,1,0,0,0,0,1,1,0
18544,Westerpark,4,Apartment,Entire home/apt,1.0,2.0,2.0,130,2,0,1,87,strict,1,1,1,0,0,0,1,0,0
18545,Centrum-West,4,Apartment,Entire home/apt,1.0,2.0,2.0,160,1,0,1,264,strict,1,1,0,0,0,0,0,1,0
18546,Geuzenveld - Slotermeer,4,Apartment,Private room,1.0,1.0,2.0,87,2,30,1,21,strict,1,1,0,0,0,0,0,0,0
18547,IJburg - Zeeburgereiland,4,Houseboat,Entire home/apt,1.0,2.0,3.0,199,1,0,1,44,moderate,1,1,1,0,1,0,1,1,0
18550,De Baarsjes - Oud-West,3,Apartment,Entire home/apt,1.0,1.0,2.0,120,3,25,1,13,moderate,1,1,1,0,0,1,1,1,1
18551,De Pijp - Rivierenbuurt,2,Apartment,Private room,1.0,1.0,1.0,65,1,0,0,5,flexible,0,1,0,0,0,0,0,0,0
18552,Watergraafsmeer,4,House,Entire home/apt,2.0,3.0,4.0,120,1,0,1,0,strict,1,1,1,0,1,1,1,1,1
18553,Geuzenveld - Slotermeer,4,Apartment,Entire home/apt,2.0,2.0,2.0,129,1,10,1,20,strict,1,1,1,0,1,1,1,1,0
18554,Centrum-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,190,1,0,0,21,flexible,0,1,1,0,0,0,1,0,0
18557,Oud-Oost,4,Apartment,Entire home/apt,1.0,2.0,2.0,119,1,0,0,3,flexible,1,1,1,0,0,0,1,1,0
18558,Westerpark,2,Apartment,Private room,2.0,1.0,1.0,80,1,0,0,0,moderate,0,1,0,0,0,0,1,0,0
18560,Bos en Lommer,4,Apartment,Entire home/apt,2.0,2.0,2.0,179,2,20,0,14,strict,1,1,1,0,0,0,1,1,0
18561,Geuzenveld - Slotermeer,4,Apartment,Entire home/apt,1.0,1.0,2.0,119,2,35,0,302,flexible,1,1,1,0,0,0,0,1,0
18562,De Baarsjes - Oud-West,8,Apartment,Entire home/apt,1.0,3.0,8.0,142,1,32,1,0,strict,1,1,1,0,0,1,1,1,1
18563,Oud-Noord,2,Other,Entire home/apt,1.0,1.0,1.0,180,2,0,1,325,strict,1,1,1,0,0,0,0,0,0
18565,Oostelijk Havengebied - Indische Buurt,3,Apartment,Entire home/apt,1.0,2.0,2.0,79,1,0,1,14,flexible,0,1,1,0,0,0,0,0,0
18566,Westerpark,1,Apartment,Entire home/apt,1.0,1.0,1.0,70,1,0,0,0,flexible,0,1,0,0,0,0,0,0,0
18567,De Baarsjes - Oud-West,4,Other,Entire home/apt,2.0,1.0,2.0,179,2,25,0,59,flexible,1,1,1,0,1,0,1,1,0
18569,Westerpark,4,Apartment,Entire home/apt,1.0,2.0,2.0,180,1,0,0,0,flexible,0,1,0,0,0,0,0,0,0
18570,Watergraafsmeer,3,Other,Entire home/apt,1.0,0.0,2.0,120,2,35,1,0,strict,0,1,1,0,0,0,0,0,0
18571,Centrum-West,2,Bed and breakfast,Private room,1.0,1.0,1.0,66,2,10,1,38,strict,1,1,1,0,0,1,1,1,0
18572,De Pijp - Rivierenbuurt,2,Apartment,Private room,1.0,1.0,1.0,70,1,0,0,0,flexible,0,0,0,0,0,0,0,0,0
18573,De Pijp - Rivierenbuurt,4,Apartment,Entire home/apt,1.0,1.0,2.0,149,1,0,0,0,moderate,0,1,1,0,0,0,1,1,0
18574,IJburg - Zeeburgereiland,4,Houseboat,Private room,1.0,2.0,4.0,130,1,0,0,165,strict,1,1,1,0,0,0,1,1,0
18575,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,150,1,0,1,24,flexible,1,1,1,0,0,0,1,1,0
18579,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,145,1,0,1,64,strict,0,1,1,0,0,0,1,1,0
18580,Zuid,2,Apartment,Private room,1.0,1.0,1.0,100,1,0,0,0,moderate,1,1,1,0,0,0,1,1,0
18583,Oostelijk Havengebied - Indische Buurt,2,Loft,Entire home/apt,1.0,1.0,1.0,60,1,0,1,21,strict,0,1,1,0,0,0,1,1,0
18585,De Pijp - Rivierenbuurt,2,Apartment,Entire home/apt,1.0,1.0,1.0,110,1,0,1,12,strict,0,1,1,0,0,0,0,1,0
18586,Zuid,4,Apartment,Entire home/apt,1.0,1.0,2.0,100,1,0,1,13,flexible,1,1,0,0,0,0,1,1,0
18587,Zuid,4,Apartment,Entire home/apt,2.0,2.0,4.0,120,1,0,0,33,flexible,1,1,0,0,1,1,1,1,1
18588,Bijlmer-Centrum,4,Apartment,Entire home/apt,1.0,1.0,2.0,150,1,0,0,69,strict,0,1,1,0,0,0,0,0,0
18589,De Baarsjes - Oud-West,4,Apartment,Entire home/apt,1.0,2.0,2.0,115,1,0,0,364,strict,0,1,1,0,0,0,0,1,0
18591,De Pijp - Rivierenbuurt,2,Apartment,Entire home/apt,1.0,1.0,1.0,99,1,0,1,33,strict,1,1,0,0,0,0,1,1,0
18593,Slotervaart,2,Apartment,Private room,1.0,1.0,1.0,110,1,100,1,81,moderate,0,1,1,0,0,0,0,1,0
18594,Watergraafsmeer,4,House,Private room,2.0,2.0,4.0,180,2,0,0,64,flexible,1,1,1,0,0,1,1,1,0
18596,Noord-Oost,4,Apartment,Entire home/apt,2.0,2.0,2.0,120,2,25,1,2,strict,1,1,0,0,0,0,0,0,0
18597,Osdorp,2,Apartment,Private room,1.0,1.0,1.0,92,1,0,0,255,flexible,1,1,1,0,0,0,1,0,0
18598,Bijlmer-Oost,2,House,Private room,1.0,1.0,1.0,45,1,0,0,7,flexible,1,1,0,0,0,0,0,1,0
18600,Oud-Oost,2,Apartment,Entire home/apt,1.0,1.0,1.0,90,1,0,1,50,flexible,0,1,1,0,0,0,0,1,0
18602,Oud-Oost,2,Apartment,Private room,2.0,1.0,1.0,130,1,0,0,206,flexible,1,1,0,0,0,0,1,0,0
18603,Noord-West,1,Bed and breakfast,Private room,1.0,1.0,1.0,40,1,10,1,4,flexible,1,0,1,0,1,0,1,1,0
18604,Oud-Noord,2,Townhouse,Private room,2.0,1.0,1.0,99,2,10,1,92,moderate,1,1,1,0,0,0,1,1,0
18605,De Baarsjes - Oud-West,3,Apartment,Entire home/apt,1.0,1.0,1.0,150,2,35,0,14,flexible,1,0,1,0,0,0,1,0,0
18606,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,2.0,1.0,1.0,115,1,25,0,0,flexible,0,1,1,0,0,1,1,1,1
18607,Zuid,2,Apartment,Entire home/apt,1.0,1.0,1.0,72,1,0,0,25,flexible,1,1,0,0,0,0,1,1,0
18609,Centrum-West,2,Bed and breakfast,Private room,1.0,0.0,1.0,139,1,0,1,331,moderate,1,0,0,0,0,0,1,1,0
18610,Centrum-West,2,Bed and breakfast,Private room,1.0,0.0,1.0,139,1,0,1,326,flexible,1,0,0,0,0,0,1,1,0
18611,De Baarsjes - Oud-West,4,Apartment,Entire home/apt,1.0,2.0,2.0,135,2,0,0,31,moderate,1,1,1,0,0,0,1,1,0
18612,Centrum-Oost,4,Boat,Entire home/apt,1.0,1.0,2.0,189,2,55,1,165,strict,1,1,1,0,1,0,1,1,1
18613,Oud-Oost,2,Apartment,Entire home/apt,1.0,1.0,1.0,79,1,0,1,6,moderate,0,1,1,0,0,0,0,0,0
18614,Oud-Oost,2,Apartment,Entire home/apt,1.0,1.0,1.0,100,1,13,1,0,strict,0,1,1,0,0,0,1,1,0
18616,Centrum-West,2,Apartment,Entire home/apt,2.0,1.0,1.0,140,1,0,0,331,strict,1,1,1,1,0,0,1,1,0
18617,Westerpark,2,Apartment,Entire home/apt,2.0,1.0,1.0,138,1,0,1,9,moderate,1,1,1,0,0,0,1,1,0
18618,Centrum-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,130,1,0,0,4,flexible,0,1,0,0,0,0,1,1,0
18620,Centrum-Oost,2,Townhouse,Entire home/apt,1.0,1.0,1.0,149,1,0,0,292,strict,0,1,1,0,0,0,1,1,0
18621,Westerpark,3,Apartment,Entire home/apt,1.0,1.0,2.0,99,1,0,0,24,flexible,0,1,0,0,0,0,0,0,0
18622,Oud-Oost,2,Apartment,Private room,1.0,1.0,1.0,148,1,0,0,3,moderate,1,1,1,0,0,0,1,1,0
18624,Oud-Oost,3,Apartment,Private room,1.0,1.0,1.0,80,2,15,0,4,flexible,0,1,0,0,0,0,1,0,0
18625,Oud-Noord,2,Condominium,Entire home/apt,1.0,1.0,1.0,120,1,0,0,45,moderate,0,1,1,0,0,0,0,1,0
18626,Centrum-Oost,4,Loft,Entire home/apt,3.0,2.0,2.0,199,1,23,0,165,flexible,0,1,1,0,0,0,1,1,0
18627,Centrum-Oost,4,Apartment,Entire home/apt,2.0,2.0,2.0,87,2,10,1,310,strict,1,1,1,0,1,1,0,1,0
18628,Westerpark,2,Apartment,Entire home/apt,1.0,1.0,1.0,165,1,0,0,311,moderate,1,1,1,0,0,0,1,1,0
18629,Slotervaart,2,Apartment,Entire home/apt,1.0,1.0,1.0,85,1,15,1,45,moderate,1,1,0,0,0,0,0,1,0
18630,Osdorp,2,Apartment,Private room,1.0,1.0,1.0,92,1,0,0,242,flexible,1,1,1,0,0,0,1,0,0
18631,Osdorp,2,Apartment,Private room,1.0,1.0,1.0,92,1,0,0,250,flexible,1,1,1,0,0,0,1,0,0
18633,De Baarsjes - Oud-West,2,Apartment,Private room,1.0,1.0,1.0,80,1,0,1,33,strict,0,1,1,0,0,0,1,1,0
18635,Centrum-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,150,1,0,0,10,strict,1,1,1,0,0,0,1,1,0
18636,Centrum-Oost,1,Apartment,Entire home/apt,1.0,1.0,1.0,100,1,0,1,89,moderate,0,1,0,0,0,0,0,1,0
18638,Watergraafsmeer,2,Apartment,Entire home/apt,1.0,1.0,2.0,75,1,0,0,31,flexible,1,1,1,0,0,0,0,1,1
18639,IJburg - Zeeburgereiland,5,House,Entire home/apt,2.0,3.0,3.0,150,1,0,1,0,strict,0,1,1,0,0,0,1,1,0
18642,Westerpark,4,Apartment,Entire home/apt,1.0,1.0,1.0,91,1,0,0,0,moderate,1,1,1,0,0,0,1,1,0
18643,De Aker - Nieuw Sloten,4,House,Entire home/apt,1.0,2.0,2.0,150,1,0,0,112,flexible,0,1,1,1,0,0,1,1,0
18644,Centrum-Oost,1,Apartment,Private room,1.0,1.0,1.0,40,1,0,0,0,moderate,0,1,1,0,0,0,0,0,0
18645,Centrum-West,2,Apartment,Entire home/apt,1.0,1.0,2.0,104,1,0,0,4,moderate,0,0,0,0,0,0,0,0,0
18646,Bos en Lommer,2,Apartment,Entire home/apt,1.0,1.0,2.0,150,1,0,0,27,flexible,1,1,1,0,0,0,0,0,0
18647,Bos en Lommer,2,Apartment,Private room,1.0,1.0,1.0,80,1,0,1,16,strict,1,0,0,0,0,0,0,1,0
18648,De Pijp - Rivierenbuurt,4,Apartment,Entire home/apt,1.0,2.0,2.0,180,2,25,1,67,flexible,1,1,1,0,0,0,1,1,0
18650,Bos en Lommer,2,Apartment,Shared room,2.0,1.0,1.0,85,1,0,0,83,flexible,1,1,1,0,0,0,0,0,0
18653,Centrum-Oost,2,Apartment,Entire home/apt,1.0,1.0,1.0,135,1,0,0,0,moderate,0,0,1,0,0,0,0,1,0
18655,De Pijp - Rivierenbuurt,2,Apartment,Entire home/apt,2.0,1.0,1.0,180,1,20,1,0,moderate,0,1,0,0,0,0,0,1,0
18659,Oostelijk Havengebied - Indische Buurt,4,Apartment,Entire home/apt,1.0,1.0,2.0,125,2,25,0,23,strict,1,1,1,0,0,0,1,1,0
18661,De Baarsjes - Oud-West,2,Apartment,Private room,1.0,1.0,1.0,75,1,0,0,62,strict,1,1,0,0,0,0,1,0,0
18662,Centrum-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,185,1,0,1,76,strict,1,1,1,0,0,0,1,1,0
18664,Zuid,2,Apartment,Entire home/apt,1.0,1.0,1.0,70,1,0,1,13,moderate,1,1,1,0,1,0,1,0,0
