,neighbourhood_cleansed,accommodates,property_type,room_type,bathrooms,bedrooms,beds,price,guests_included,extra_people,security_deposit,availability_365,cancellation_policy,new_Hairdryer,new_Kitchen,new_Laptopfriendlyworkspace,new_Indoorfireplace,new_Hottub,new_baby_friendly,new_Iron,new_TV,new_family
236,Oostelijk Havengebied - Indische Buurt,4,House,Entire home/apt,1.0,3.0,3.0,150,4,0,1,41,moderate,1,1,1,0,0,0,1,1,1
238,Centrum-Oost,2,Guest suite,Private room,1.0,1.0,1.0,135,2,40,0,193,strict,1,1,1,0,0,1,1,1,1
239,Centrum-Oost,2,Townhouse,Entire home/apt,1.0,1.0,1.0,149,1,0,1,0,strict,1,1,0,0,0,0,1,1,1
240,De Pijp - Rivierenbuurt,3,House,Private room,1.0,1.0,1.0,100,2,50,0,350,strict,0,0,0,0,0,0,0,0,0
241,De Baarsjes - Oud-West,2,Bed and breakfast,Private room,1.0,1.0,1.0,89,1,0,0,142,moderate,0,0,0,0,0,0,0,1,0
242,Zuid,2,Apartment,Entire home/apt,1.0,1.0,1.0,85,2,0,0,4,moderate,1,1,1,0,0,0,0,1,0
245,Centrum-West,4,Apartment,Entire home/apt,2.0,1.0,3.0,175,2,60,0,320,strict,1,1,1,0,1,0,1,1,1
246,Oostelijk Havengebied - Indische Buurt,2,House,Entire home/apt,1.0,1.0,1.0,125,1,0,1,0,strict,1,1,0,0,1,0,0,1,1
247,Oud-Oost,4,Apartment,Entire home/apt,2.0,3.0,3.0,175,2,15,1,82,strict,1,1,1,0,0,1,1,1,1
248,Oud-Oost,2,Apartment,Entire home/apt,1.0,1.0,1.0,110,2,40,0,0,moderate,1,1,1,0,0,0,1,1,0
249,Centrum-West,2,House,Entire home/apt,1.0,2.0,2.0,170,2,45,1,2,moderate,1,1,1,1,1,1,1,1,1
250,Oostelijk Havengebied - Indische Buurt,2,Other,Private room,1.0,1.0,2.0,72,1,0,0,9,moderate,1,1,0,0,0,0,0,1,0
252,Centrum-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,160,2,35,1,0,moderate,1,1,1,0,0,0,1,1,0
255,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,125,2,0,1,0,moderate,1,1,1,0,0,0,0,1,1
256,Oud-Oost,2,Condominium,Entire home/apt,1.0,1.0,1.0,150,2,25,0,0,strict,1,1,1,0,1,1,1,1,1
257,Westerpark,2,Guest suite,Private room,1.0,1.0,1.0,105,1,0,1,276,strict,1,1,1,0,0,1,1,1,1
258,Slotervaart,2,Apartment,Private room,1.0,0.0,1.0,72,1,0,1,0,moderate,1,1,1,0,0,0,1,1,0
259,De Baarsjes - Oud-West,4,Apartment,Entire home/apt,1.0,3.0,3.0,140,3,25,1,13,moderate,1,1,1,0,0,1,1,1,1
260,Slotervaart,2,Condominium,Entire home/apt,2.0,1.0,1.0,75,4,0,1,0,strict,1,1,1,0,0,0,1,1,0
261,Bos en Lommer,5,Apartment,Entire home/apt,1.0,2.0,4.0,79,2,20,1,0,moderate,0,1,0,0,0,0,0,1,1
262,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,130,1,0,0,119,flexible,1,1,1,0,0,0,1,1,0
263,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,90,1,0,1,0,strict,1,1,1,0,0,0,1,0,0
266,De Pijp - Rivierenbuurt,3,Apartment,Entire home/apt,1.0,2.0,2.0,140,2,55,0,125,strict,1,1,1,0,0,1,1,1,1
267,Centrum-Oost,2,Apartment,Entire home/apt,1.0,1.0,4.0,155,2,40,1,218,flexible,0,1,0,0,0,0,0,1,1
268,Westerpark,2,Apartment,Entire home/apt,1.0,1.0,1.0,110,2,100,1,22,strict,0,1,1,0,0,0,1,1,0
269,Zuid,5,Apartment,Entire home/apt,1.0,3.0,3.0,114,2,37,1,0,strict,1,1,1,0,1,1,1,0,1
271,Zuid,3,Apartment,Private room,1.0,2.0,3.0,130,2,40,0,265,strict,1,1,1,0,0,0,1,1,1
272,Westerpark,2,Apartment,Entire home/apt,1.0,1.0,1.0,85,2,15,1,2,moderate,1,1,1,0,0,0,0,0,0
276,Watergraafsmeer,2,Apartment,Entire home/apt,1.0,1.0,1.0,120,2,0,1,0,strict,1,1,1,0,0,0,1,1,1
277,Noord-Oost,4,Apartment,Private room,1.0,1.0,2.0,130,2,30,1,353,moderate,1,1,1,0,0,1,0,1,1
278,Zuid,4,Apartment,Entire home/apt,1.0,2.0,1.0,100,2,25,1,73,strict,1,1,1,0,0,1,0,1,1
279,De Baarsjes - Oud-West,5,Apartment,Entire home/apt,1.0,4.0,3.0,135,1,0,0,0,strict,0,1,1,0,1,1,0,1,1
280,Centrum-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,160,1,0,1,56,moderate,0,1,1,0,0,0,0,1,0
281,Bos en Lommer,4,Apartment,Entire home/apt,2.0,3.0,3.0,180,1,0,1,0,moderate,0,1,0,0,0,0,0,1,1
282,Westerpark,2,Boat,Private room,1.0,1.0,1.0,110,1,0,0,302,moderate,0,1,1,0,0,0,0,0,1
283,Slotervaart,2,Apartment,Private room,1.0,1.0,1.0,80,2,30,1,0,moderate,1,1,1,0,0,1,1,1,0
284,De Pijp - Rivierenbuurt,2,Apartment,Private room,1.0,1.0,1.0,60,1,0,0,64,strict,0,1,1,0,0,0,1,1,0
286,Centrum-Oost,1,Apartment,Private room,2.0,1.0,1.0,55,1,0,1,329,moderate,1,0,0,0,0,0,1,0,0
287,Zuid,4,Apartment,Entire home/apt,1.0,2.0,4.0,170,2,25,0,339,moderate,1,1,1,0,1,1,1,1,1
288,Zuid,3,Apartment,Entire home/apt,1.0,2.0,2.0,150,3,0,0,0,flexible,0,1,1,0,0,0,1,1,1
289,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,149,4,0,0,40,strict,1,1,1,0,0,0,1,0,0
290,Watergraafsmeer,4,Condominium,Entire home/apt,1.0,2.0,2.0,140,1,0,1,2,strict,1,1,1,0,0,1,1,1,1
291,De Baarsjes - Oud-West,2,House,Private room,1.0,1.0,1.0,70,1,0,0,4,strict,0,0,0,0,0,0,0,1,1
293,De Baarsjes - Oud-West,2,Guest suite,Private room,1.0,1.0,1.0,60,1,10,0,311,moderate,1,1,1,0,0,0,1,0,1
294,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,95,2,0,0,0,moderate,1,1,1,0,0,0,1,1,1
296,Zuid,3,Apartment,Entire home/apt,1.0,2.0,3.0,150,1,35,0,97,strict,1,1,1,0,1,1,1,1,1
297,Oud-Oost,4,Apartment,Entire home/apt,1.0,2.0,4.0,139,4,25,1,0,strict,1,1,1,0,0,0,1,1,1
300,Slotervaart,2,Apartment,Entire home/apt,2.0,1.0,1.0,105,2,0,0,316,strict,0,1,0,0,0,0,0,0,1
301,Centrum-Oost,4,Boat,Entire home/apt,1.0,2.0,4.0,199,2,30,1,59,strict,1,1,0,0,0,0,1,1,1
303,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,110,1,0,1,0,moderate,0,1,0,0,1,0,0,1,1
305,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,50,2,30,0,0,strict,0,1,0,0,0,0,0,1,1
306,Oud-Oost,5,House,Entire home/apt,1.0,3.0,3.0,175,4,30,1,96,strict,0,1,1,1,1,0,1,1,1
307,Westerpark,2,Apartment,Entire home/apt,1.0,1.0,2.0,125,1,0,1,0,strict,0,1,0,0,0,0,1,1,0
308,De Baarsjes - Oud-West,4,Apartment,Entire home/apt,1.0,1.0,2.0,120,2,15,1,0,moderate,0,1,0,0,0,0,0,0,1
309,Buitenveldert - Zuidas,2,Apartment,Entire home/apt,1.0,1.0,1.0,99,1,0,1,1,strict,1,1,1,0,0,0,1,1,0
310,Centrum-West,1,Apartment,Private room,2.0,2.0,1.0,129,1,0,0,334,moderate,1,1,1,0,0,0,1,1,0
311,Oud-Oost,4,Apartment,Entire home/apt,2.0,4.0,4.0,195,4,0,1,0,strict,1,1,1,0,1,1,1,1,1
313,De Pijp - Rivierenbuurt,3,Apartment,Entire home/apt,1.0,2.0,2.0,150,1,0,1,0,strict,1,1,1,0,0,0,1,1,1
314,Centrum-Oost,4,Apartment,Entire home/apt,1.0,2.0,2.0,175,3,25,1,324,strict,1,0,0,0,0,0,1,0,0
315,Centrum-Oost,2,Apartment,Private room,1.0,1.0,2.0,110,2,30,1,3,strict,1,1,1,0,1,0,1,0,0
316,De Baarsjes - Oud-West,2,Apartment,Private room,1.0,1.0,2.0,90,2,0,1,5,moderate,1,1,1,0,0,0,1,1,0
317,Oud-Oost,2,Apartment,Entire home/apt,1.0,1.0,1.0,95,2,50,1,6,strict,1,1,0,0,0,0,1,0,1
318,Zuid,3,Bed and breakfast,Private room,1.0,1.0,2.0,65,1,15,0,262,strict,0,0,0,0,0,0,0,1,0
319,De Baarsjes - Oud-West,4,Apartment,Entire home/apt,1.0,2.0,2.0,150,2,25,1,0,moderate,0,1,1,0,0,1,1,1,1
320,Centrum-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,125,1,0,0,0,strict,0,1,0,0,0,0,0,0,0
324,Westerpark,2,Guest suite,Private room,1.0,1.0,1.0,129,2,35,1,52,moderate,1,1,1,0,0,0,1,1,0
325,De Baarsjes - Oud-West,4,Apartment,Entire home/apt,1.0,2.0,2.0,97,2,10,0,0,moderate,0,1,0,0,0,0,0,0,0
327,De Pijp - Rivierenbuurt,3,Apartment,Entire home/apt,1.0,1.0,2.0,140,2,10,1,0,strict,1,1,0,0,0,0,1,1,0
328,Slotervaart,2,Apartment,Private room,1.0,1.0,1.0,89,2,29,1,328,strict,1,1,1,0,0,0,1,1,0
329,Bos en Lommer,2,Apartment,Entire home/apt,1.0,1.0,1.0,138,1,0,1,340,strict,1,1,1,0,0,0,1,0,0
330,Centrum-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,120,1,0,1,0,moderate,0,1,0,0,0,0,0,1,1
331,Oud-Noord,2,Apartment,Entire home/apt,1.0,1.0,1.0,100,2,0,1,0,moderate,1,1,1,0,0,0,1,1,0
332,Geuzenveld - Slotermeer,2,Apartment,Private room,2.0,1.0,1.0,32,1,26,0,0,strict,1,1,0,0,0,0,0,0,1
333,Oud-Noord,4,Townhouse,Entire home/apt,2.0,3.0,4.0,150,1,0,0,0,strict,1,1,1,0,1,0,1,0,1
334,Zuid,2,Apartment,Entire home/apt,1.0,1.0,1.0,139,1,0,1,361,strict,1,1,0,0,0,0,1,1,0
336,Westerpark,2,Apartment,Entire home/apt,1.0,2.0,1.0,150,2,0,1,339,strict,0,1,0,0,0,0,0,1,0
337,Oostelijk Havengebied - Indische Buurt,1,Apartment,Private room,2.0,1.0,1.0,90,1,20,1,348,strict,0,1,1,0,1,0,0,0,0
339,Centrum-Oost,4,Condominium,Entire home/apt,1.0,2.0,2.0,110,2,50,1,154,strict,1,1,1,0,1,1,1,1,1
340,Oud-Oost,2,Apartment,Entire home/apt,1.0,1.0,1.0,90,2,10,1,6,moderate,1,1,1,0,0,0,1,0,1
342,Oud-Oost,2,Apartment,Entire home/apt,1.0,1.0,1.0,85,2,20,0,1,moderate,0,1,0,0,0,0,0,1,0
343,Zuid,5,Apartment,Entire home/apt,1.0,3.0,3.0,118,2,15,0,0,moderate,0,1,1,0,0,1,1,0,1
344,De Baarsjes - Oud-West,3,Apartment,Entire home/apt,1.0,1.0,1.0,130,2,15,1,288,moderate,1,1,1,0,0,0,1,0,0
345,Watergraafsmeer,4,Apartment,Entire home/apt,2.0,4.0,4.0,140,4,0,0,0,flexible,0,1,0,0,0,0,0,1,0
346,Zuid,2,Apartment,Entire home/apt,1.0,1.0,1.0,150,2,0,1,0,strict,0,1,0,0,0,0,0,1,0
348,Centrum-Oost,2,Other,Private room,1.0,1.0,1.0,65,1,25,0,299,strict,1,1,1,0,0,1,0,0,1
349,De Baarsjes - Oud-West,4,Apartment,Entire home/apt,1.0,1.0,2.0,90,3,50,1,0,strict,0,1,0,0,0,0,0,0,1
351,Centrum-Oost,2,Bed and breakfast,Private room,1.0,1.0,1.0,90,1,0,0,113,flexible,1,0,1,0,0,0,0,1,0
352,Oud-Oost,2,Apartment,Entire home/apt,1.0,1.0,1.0,150,2,0,1,53,moderate,0,1,1,0,0,0,1,1,0
353,Centrum-West,2,Apartment,Entire home/apt,1.0,2.0,4.0,150,4,0,1,0,flexible,0,1,0,0,0,0,0,1,1
354,Westerpark,2,Houseboat,Private room,1.0,1.0,1.0,150,1,0,1,329,strict,1,0,1,0,0,0,1,1,1
355,Centrum-West,2,Bed and breakfast,Private room,1.0,1.0,1.0,80,1,0,0,77,moderate,1,1,0,0,0,0,0,0,0
356,Watergraafsmeer,4,Apartment,Entire home/apt,2.0,2.0,4.0,139,1,0,1,132,strict,0,1,0,0,0,0,0,1,1
358,Buitenveldert - Zuidas,2,Apartment,Entire home/apt,1.0,2.0,1.0,140,2,50,1,357,strict,1,1,0,0,0,1,1,1,1
359,Noord-Oost,2,Bed and breakfast,Private room,1.0,1.0,1.0,78,2,16,0,332,flexible,1,1,1,0,0,0,0,1,1
360,IJburg - Zeeburgereiland,4,Townhouse,Private room,1.0,1.0,4.0,69,1,20,0,172,strict,0,0,0,0,1,0,0,0,1
361,Westerpark,2,Loft,Private room,1.0,1.0,1.0,69,2,20,1,0,strict,1,1,1,0,0,0,1,0,0
362,Westerpark,3,Apartment,Entire home/apt,1.0,2.0,2.0,125,2,50,0,53,moderate,1,1,1,0,0,0,1,1,1
363,Centrum-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,140,1,0,0,15,moderate,1,1,1,0,0,0,1,1,0
364,De Baarsjes - Oud-West,4,Apartment,Entire home/apt,2.0,3.0,3.0,120,3,50,1,1,flexible,1,1,1,0,1,1,1,1,1
366,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,2.0,140,2,0,1,0,moderate,0,1,0,0,0,0,0,1,0
367,Westerpark,2,Apartment,Entire home/apt,1.0,1.0,1.0,70,1,0,1,0,moderate,0,1,0,0,0,0,0,0,0
368,Westerpark,2,Apartment,Entire home/apt,1.0,1.0,1.0,150,1,0,0,0,moderate,0,1,0,1,0,0,0,1,1
369,Centrum-West,2,Bed and breakfast,Private room,1.0,1.0,1.0,90,1,0,0,79,moderate,1,1,0,0,0,0,0,0,0
370,De Pijp - Rivierenbuurt,5,Houseboat,Entire home/apt,2.0,4.0,5.0,150,2,20,0,0,moderate,0,1,1,0,1,0,0,1,1
371,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,125,2,35,1,0,strict,1,1,1,0,0,0,1,1,0
373,Centrum-West,2,House,Private room,1.0,1.0,1.0,135,1,0,1,330,strict,1,0,1,0,0,0,0,1,1
375,De Pijp - Rivierenbuurt,2,Apartment,Entire home/apt,1.0,1.0,1.0,129,1,0,1,5,moderate,1,1,1,0,0,0,1,1,0
376,Centrum-West,2,Loft,Entire home/apt,1.0,1.0,1.0,125,1,0,1,0,moderate,0,1,0,0,0,0,0,1,0
377,De Pijp - Rivierenbuurt,2,Apartment,Entire home/apt,1.0,1.0,1.0,95,1,0,1,7,moderate,1,1,1,0,0,0,1,1,0
378,Westerpark,4,Loft,Entire home/apt,1.0,0.0,4.0,100,2,25,1,119,moderate,1,1,1,0,0,1,1,1,1
379,Bos en Lommer,2,Apartment,Entire home/apt,1.0,1.0,1.0,120,2,30,1,71,strict,1,1,1,0,0,0,1,1,0
380,Zuid,2,Apartment,Entire home/apt,1.0,1.0,1.0,79,1,0,0,0,strict,1,1,0,0,0,0,1,1,0
382,Bos en Lommer,4,Apartment,Entire home/apt,1.0,2.0,2.0,105,2,30,1,0,strict,0,1,0,0,1,0,0,1,1
383,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,105,2,30,1,0,moderate,0,1,0,0,0,0,0,1,1
384,Watergraafsmeer,2,Apartment,Entire home/apt,1.0,1.0,1.0,99,2,40,1,17,moderate,1,1,0,0,0,0,0,1,1
385,Oud-Oost,2,Apartment,Entire home/apt,1.0,1.0,1.0,90,1,0,0,1,moderate,0,1,1,0,0,0,0,1,0
386,Centrum-West,2,Guest suite,Entire home/apt,1.0,1.0,1.0,100,2,15,0,0,strict,1,1,1,0,0,0,1,1,1
387,Centrum-Oost,2,Apartment,Entire home/apt,1.0,1.0,1.0,139,1,0,0,0,flexible,0,0,0,0,0,0,0,1,0
388,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,120,1,0,1,25,moderate,1,1,1,0,0,0,1,1,0
389,Westerpark,2,Apartment,Entire home/apt,1.0,1.0,1.0,99,1,0,0,0,strict,0,1,0,0,0,0,0,1,0
390,Centrum-Oost,2,Bed and breakfast,Private room,1.0,1.0,1.0,175,1,0,0,130,moderate,1,0,1,0,0,0,1,1,0
392,Centrum-Oost,4,Apartment,Entire home/apt,2.0,2.0,4.0,140,1,0,1,9,strict,1,1,1,0,0,0,1,1,1
393,De Pijp - Rivierenbuurt,4,Bed and breakfast,Private room,1.0,1.0,2.0,129,2,30,1,0,moderate,1,1,1,0,0,0,1,1,1
394,De Pijp - Rivierenbuurt,2,Apartment,Entire home/apt,1.0,1.0,1.0,150,2,100,0,323,moderate,1,1,1,0,0,0,1,1,1
395,Centrum-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,135,1,0,0,334,moderate,1,1,1,0,0,0,1,1,0
396,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,115,1,0,0,0,moderate,0,1,0,0,0,0,0,0,0
397,Oostelijk Havengebied - Indische Buurt,2,Apartment,Private room,2.0,1.0,1.0,40,1,25,0,0,moderate,1,1,1,0,0,0,1,1,0
398,Westerpark,2,Apartment,Entire home/apt,1.0,1.0,1.0,100,2,20,1,62,strict,0,1,0,0,0,0,0,1,1
400,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,140,1,0,0,0,moderate,1,1,1,0,0,0,1,1,1
401,Centrum-West,2,Bed and breakfast,Private room,1.0,1.0,1.0,85,1,0,1,164,moderate,1,1,1,0,0,0,1,0,0
402,Centrum-West,2,Bed and breakfast,Private room,1.0,1.0,1.0,85,1,0,1,187,moderate,1,1,1,0,0,0,1,0,0
403,Centrum-Oost,4,Apartment,Entire home/apt,2.0,2.0,2.0,150,2,25,1,0,flexible,0,1,0,0,1,0,1,1,1
404,De Baarsjes - Oud-West,5,House,Private room,1.0,1.0,3.0,145,3,45,1,309,strict,0,1,0,0,0,0,0,1,1
405,De Baarsjes - Oud-West,5,House,Private room,1.0,1.0,3.0,150,3,45,1,259,strict,0,1,0,0,0,0,0,1,1
406,De Baarsjes - Oud-West,5,Bed and breakfast,Private room,1.0,1.0,3.0,150,3,45,1,239,strict,0,0,0,0,0,0,0,1,1
408,De Baarsjes - Oud-West,4,Apartment,Entire home/apt,1.0,2.0,2.0,110,2,30,1,0,moderate,1,1,1,0,0,0,1,1,0
410,Watergraafsmeer,4,House,Entire home/apt,1.0,2.0,2.0,170,2,15,1,0,moderate,1,1,0,0,0,0,0,1,1
412,Oud-Noord,2,Loft,Entire home/apt,2.0,1.0,1.0,87,1,0,1,365,strict,1,1,1,0,1,0,1,1,0
413,Oostelijk Havengebied - Indische Buurt,3,Apartment,Entire home/apt,1.0,2.0,2.0,125,2,35,1,45,moderate,1,1,1,0,0,0,1,1,0
415,De Pijp - Rivierenbuurt,4,Apartment,Entire home/apt,1.0,2.0,2.0,139,1,0,0,0,moderate,0,1,0,0,0,0,0,1,1
416,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,99,2,25,1,0,strict,0,1,0,0,0,1,1,1,1
417,Noord-West,2,Apartment,Entire home/apt,1.0,1.0,2.0,140,1,0,0,351,strict,1,1,1,0,0,0,1,1,1
418,Centrum-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,147,1,0,0,0,strict,0,1,0,0,0,0,0,1,1
419,Centrum-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,175,1,0,1,0,moderate,0,1,1,0,1,0,1,1,1
420,De Pijp - Rivierenbuurt,2,Apartment,Entire home/apt,1.0,1.0,1.0,199,1,0,1,66,strict,0,1,0,0,0,0,0,1,1
422,Centrum-West,3,Apartment,Entire home/apt,1.0,1.0,1.0,180,1,0,1,0,moderate,0,1,0,0,0,0,0,1,1
423,De Pijp - Rivierenbuurt,2,Apartment,Entire home/apt,1.0,2.0,2.0,125,2,0,0,0,moderate,1,1,1,0,0,0,1,0,1
424,Westerpark,2,Apartment,Entire home/apt,1.0,1.0,1.0,100,2,10,1,0,strict,1,1,1,0,0,0,1,0,0
425,De Baarsjes - Oud-West,2,House,Entire home/apt,1.0,1.0,1.0,69,1,0,1,0,moderate,0,1,0,0,0,0,0,1,1
427,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,2.0,149,2,0,1,188,moderate,0,1,0,0,0,0,0,1,1
428,Centrum-Oost,2,Apartment,Entire home/apt,1.0,1.0,1.0,150,1,0,1,65,flexible,1,1,1,0,0,0,1,1,0
430,De Baarsjes - Oud-West,4,Apartment,Entire home/apt,1.0,2.0,4.0,90,2,10,1,0,strict,1,1,1,0,1,0,1,1,1
432,De Pijp - Rivierenbuurt,2,Apartment,Private room,1.0,1.0,1.0,80,1,0,1,154,strict,1,1,1,0,0,0,1,0,1
433,Geuzenveld - Slotermeer,2,House,Private room,1.0,1.0,2.0,65,1,10,1,351,moderate,1,1,1,0,0,1,1,0,1
434,De Baarsjes - Oud-West,3,Apartment,Entire home/apt,1.0,1.0,2.0,108,3,30,1,0,moderate,1,1,0,0,0,0,1,1,1
435,Oostelijk Havengebied - Indische Buurt,2,Apartment,Entire home/apt,1.0,1.0,1.0,89,2,75,1,0,strict,1,1,1,0,0,0,1,1,0
436,Centrum-Oost,2,Apartment,Entire home/apt,1.0,1.0,1.0,114,2,0,0,307,moderate,1,1,1,0,0,0,1,1,0
437,Centrum-West,3,Apartment,Private room,1.0,1.0,2.0,175,3,50,0,343,strict,1,0,1,0,0,1,1,0,1
438,Westerpark,2,Apartment,Entire home/apt,1.0,1.0,1.0,90,1,0,1,0,strict,1,1,1,0,0,0,1,0,1
439,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,70,2,0,1,3,moderate,0,1,1,0,0,0,1,1,0
442,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,2.0,2.0,95,1,0,0,97,strict,1,1,0,0,0,0,1,1,0
443,Centrum-West,2,Apartment,Private room,1.0,1.0,1.0,85,2,30,0,75,strict,1,0,1,0,0,0,0,1,0
444,IJburg - Zeeburgereiland,4,Apartment,Entire home/apt,1.0,2.0,4.0,120,1,0,1,143,moderate,0,1,1,0,0,0,1,0,1
445,Centrum-Oost,2,Apartment,Entire home/apt,2.0,1.0,1.0,175,1,0,1,21,strict,1,1,1,0,0,0,1,1,0
446,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,129,2,20,1,0,moderate,1,1,1,0,0,0,1,1,0
447,Westerpark,3,Apartment,Entire home/apt,1.0,2.0,2.0,95,1,15,0,88,moderate,1,1,1,0,0,1,1,1,0
448,De Baarsjes - Oud-West,4,Apartment,Entire home/apt,1.0,2.0,2.0,150,2,30,1,181,strict,1,1,1,0,0,1,1,1,1
450,De Pijp - Rivierenbuurt,2,Apartment,Entire home/apt,1.0,1.0,1.0,139,2,50,0,0,moderate,1,1,1,0,0,0,1,1,0
452,Westerpark,2,Apartment,Entire home/apt,1.0,1.0,1.0,119,2,25,1,0,strict,0,1,0,0,0,0,1,0,0
453,De Pijp - Rivierenbuurt,2,Apartment,Entire home/apt,1.0,1.0,1.0,80,1,10,1,0,flexible,0,1,0,0,0,0,0,1,0
456,Centrum-West,2,Apartment,Private room,1.0,1.0,1.0,98,1,0,0,11,flexible,1,0,0,0,0,0,0,1,0
458,Zuid,2,Apartment,Entire home/apt,1.0,1.0,1.0,97,2,0,1,169,strict,1,1,1,0,0,1,0,1,1
460,De Pijp - Rivierenbuurt,2,Bed and breakfast,Private room,1.0,1.0,1.0,110,1,0,0,11,moderate,1,1,1,0,0,0,1,0,1
461,Bos en Lommer,2,Apartment,Entire home/apt,1.0,1.0,1.0,119,1,0,0,0,flexible,1,1,0,0,0,0,0,0,0
462,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,121,2,0,0,0,moderate,1,1,1,0,0,0,1,0,0
463,Centrum-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,149,1,0,0,0,strict,1,1,0,0,0,0,1,1,0
464,De Baarsjes - Oud-West,2,Boat,Entire home/apt,1.0,1.0,1.0,99,2,0,1,0,moderate,0,1,1,0,0,0,0,1,0
465,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,90,2,30,1,64,moderate,1,1,1,0,0,0,1,1,0
466,Centrum-Oost,2,Apartment,Entire home/apt,2.0,1.0,1.0,130,2,0,1,0,moderate,1,1,1,0,0,0,1,1,0
467,Centrum-Oost,2,Apartment,Entire home/apt,1.0,1.0,1.0,170,2,75,1,264,strict,1,1,1,0,0,0,1,1,1
468,De Pijp - Rivierenbuurt,2,Apartment,Entire home/apt,1.0,1.0,1.0,175,1,0,1,97,moderate,0,1,0,0,0,0,0,1,0
469,Zuid,2,Apartment,Entire home/apt,1.0,1.0,1.0,110,1,0,1,0,strict,0,1,1,0,0,0,1,1,0
470,Centrum-West,4,Apartment,Entire home/apt,1.0,1.0,3.0,156,2,25,1,15,strict,1,1,0,0,1,0,0,1,1
471,Westerpark,3,Apartment,Private room,1.0,1.0,3.0,69,1,43,1,276,strict,1,1,1,0,0,0,1,1,1
472,Westerpark,2,Apartment,Entire home/apt,1.0,1.0,1.0,149,1,0,1,0,strict,1,1,1,0,0,0,1,0,0
473,Oostelijk Havengebied - Indische Buurt,2,Apartment,Entire home/apt,1.0,1.0,1.0,145,2,30,1,339,strict,0,1,0,1,0,0,0,1,1
474,De Pijp - Rivierenbuurt,2,Apartment,Entire home/apt,1.0,1.0,1.0,99,2,50,1,7,strict,0,1,0,0,0,0,0,1,0
475,De Baarsjes - Oud-West,3,Apartment,Private room,1.0,2.0,2.0,82,2,30,0,24,strict,1,1,1,0,0,0,1,1,0
477,De Pijp - Rivierenbuurt,2,Apartment,Entire home/apt,1.0,1.0,1.0,150,2,50,1,355,flexible,0,1,1,0,1,0,1,1,0
478,Oostelijk Havengebied - Indische Buurt,3,Apartment,Entire home/apt,1.0,2.0,1.0,85,2,13,1,0,strict,0,1,1,0,1,1,0,1,1
479,Centrum-Oost,2,Apartment,Entire home/apt,1.0,1.0,1.0,85,1,0,1,0,moderate,0,1,0,0,0,0,0,1,0
480,Centrum-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,145,2,120,0,277,moderate,1,1,0,0,0,0,1,1,1
481,Centrum-Oost,2,Bed and breakfast,Private room,1.0,1.0,1.0,125,1,0,1,5,strict,1,1,1,0,0,0,1,1,1
482,Centrum-West,2,Bed and breakfast,Private room,1.0,1.0,1.0,125,1,0,1,248,strict,1,1,1,0,0,0,1,1,0
483,Westerpark,2,Apartment,Private room,1.0,1.0,1.0,70,1,0,0,292,moderate,1,1,1,0,0,0,1,1,0
484,Oud-Oost,2,Apartment,Entire home/apt,1.0,1.0,1.0,99,2,0,0,0,moderate,0,1,0,0,0,0,0,0,1
486,Centrum-West,2,Apartment,Entire home/apt,1.0,1.0,2.0,160,2,30,0,188,strict,1,1,1,0,0,0,1,1,1
